1161.9245781374048,538.4308049150263
1250.6190831919757,545.0657341169967
1282.6996059673077,538.3898015009381
1500.8972788553167,541.4926291836871
1579.5134758824809,539.8537939027009
1612.087539819166,554.616789135257
1650.4219002049547,552.4395950318452
1670.010252192815,562.9067035164976
1693.6934324077472,574.1944336592674
1706.140997931243,569.2353422459764
1707.6034036573524,580.340481864009
1701.1065728245176,593.0741842184584
1690.8557925807768,592.0314005800731
1687.8807596315485,591.2079908079317
1663.6313992849123,591.7925666182531
1641.122486366143,626.7455393675895
1579.278013653874,625.6651782692393
1557.003484867968,635.49904482542
1519.7769230909942,627.0275500322255
1443.6875013367426,597.2568816046761
